ID;Property name;Address;Postcode;City;CKCode;Submarket;Completion Quarter;Completion Year;Development status;Type;Type of use;Tenant;Agent;Industry;Type;Floor space;Industrial Space: Subtype;Rent;Move-in Quarter;Move-in Year;Contract Quarter;Contract Year;Contract Duration;Use;gis_x;gis_y
60682;Concordia;Alte Jakobstraße 79 - 80;10179;Berlin;11000000;Mitte;Q4;1997;Completed;New Building;"BU; EH;";DC-Datacenter Group GmbH;Angermann Real Estate Advisory;Information Technology;Vermietung;390;;10,6;Q3;2016;Q3;2016;;BU;13,4073;52,50984
209981;;Sonntagstraße 12;10245;Berlin;11000000;Friedrichshain;;;Completed;Existing;"BU; WO;";garden olsen gmbH;;Flexible Office Provider;Vermietung;300;;;Q2;2017;Q2;2017;;BU;13,46601;52,50627
158266;Zalando Headquarter BT B;Valeska-Gert-Straße 4;10243;Berlin;11000000;Mediaspree;Q4;2018;Completed;New Building;"BU;";Zalando;;Retailing;Vorvermietung;13400;;16;Q2;2018;Q4;2015;10;BU;13,44015;52,50616
158266;Zalando Headquarter BT B;Valeska-Gert-Straße 4;10243;Berlin;11000000;Mediaspree;Q4;2018;Completed;New Building;"BU;";n/a;;Retailing;Vorvermietung;280;;10;Q2;2018;Q4;2015;10;BU;13,44015;52,50616
158264;Zalando Headquarter BT A;Valeska-Gert-Straße 5;10243;Berlin;11000000;Mediaspree;Q4;2018;Completed;New Building;"BU; EH; SO;";Zalando;;Retailing;Vorvermietung;28300;;17;Q3;2018;Q4;2015;12;BU;13,44083;52,50678
158264;Zalando Headquarter BT A;Valeska-Gert-Straße 5;10243;Berlin;11000000;Mediaspree;Q4;2018;Completed;New Building;"BU; EH; SO;";n/a;;Retailing;Vorvermietung;400;;10;Q3;2018;Q4;2015;12;BU;13,44083;52,50678
220786;AquaWista Kompetenzzentrum;Groß-Berliner Damm / Gerhard-Sedlmayr-Straße;12489;Berlin;11000000;Adlershof;Q4;2020;Completed;New Building;"BU; LO;";AquaWista Verwaltungs GmbH;;Retailing;Eigennutzung;1000;;;Q4;2020;Q1;2020;;BU;13,52366;52,43949
22886;Mercure Hotel Berlin City / Chausseehof;Chausseestraße 111 - 113 / Invalidenstraße 36 - 41;10115;Berlin;11000000;Mitte;Q1;2003;Completed;Modernisation;"BU; HO; WO;";n/a;Angermann Real Estate Advisory;Consulting Services;Vermietung;850;;20;Q2;2018;Q2;2018;;BU;13,38135;52,53061
22886;Mercure Hotel Berlin City / Chausseehof;Chausseestraße 111 - 113 / Invalidenstraße 36 - 41;10115;Berlin;11000000;Mitte;Q1;2003;Completed;Modernisation;"BU; HO; WO;";Anyon Holding GmbH;;Business Services;Vermietung;250;;22;Q2;2017;Q2;2017;;BU;13,38135;52,53061
22886;Mercure Hotel Berlin City / Chausseehof;Chausseestraße 111 - 113 / Invalidenstraße 36 - 41;10115;Berlin;11000000;Mitte;Q1;2003;Completed;Modernisation;"BU; HO; WO;";moviepilot GmbH;;Information Technology;Vermietung;840;;15,5;Q2;2016;Q2;2016;;BU;13,38135;52,53061
22886;Mercure Hotel Berlin City / Chausseehof;Chausseestraße 111 - 113 / Invalidenstraße 36 - 41;10115;Berlin;11000000;Mitte;Q1;2003;Completed;Modernisation;"BU; HO; WO;";IT & I GmbH;Angermann Real Estate Advisory;Information Technology;Vermietung;380;;17,5;Q2;2016;Q2;2016;;BU;13,38135;52,53061
22886;Mercure Hotel Berlin City / Chausseehof;Chausseestraße 111 - 113 / Invalidenstraße 36 - 41;10115;Berlin;11000000;Mitte;Q1;2003;Completed;Modernisation;"BU; HO; WO;";n/a;;Real Estate Services;Vermietung;1000;;14,5;Q3;2015;Q3;2015;;BU;13,38135;52,53061
22886;Mercure Hotel Berlin City / Chausseehof;Chausseestraße 111 - 113 / Invalidenstraße 36 - 41;10115;Berlin;11000000;Mitte;Q1;2003;Completed;Modernisation;"BU; HO; WO;";n/a;;Transport;Vermietung;750;;16;Q3;2015;Q3;2015;5;BU;13,38135;52,53061
260282;;Bismarckstraße 72 / Fritschestraße 61 - 62;10627;Berlin;11000000;Charlottenburg;;;Completed;Existing;"BU;";IPS - Industrial Projects Services GmbH;Engel & Völkers;Business Services;Vermietung;220;;26,2;Q3;2023;Q2;2023;;BU;13,30004;52,51091
260282;;Bismarckstraße 72 / Fritschestraße 61 - 62;10627;Berlin;11000000;Charlottenburg;;;Completed;Existing;"BU;";n/a;;Health and Welfare Service;Vermietung;220;;23;Q3;2022;Q3;2022;;BU;13,30004;52,51091
185118;Büros Deutscher Bundestag;Dorotheenstraße 90;10117;Berlin;11000000;Mitte 1a;Q2;2020;Completed;Change of use;"BU;";Deutscher Bundestag;;Public Organisation;Eigennutzung;5200;;;Q4;2019;Q2;2016;;BU;13,38289;52,51854
60848;;Chausseestraße 103;10115;Berlin;11000000;Mitte;;;Completed;Existing;"BU;";n/a;Angermann Real Estate Advisory;Not for profit, Charity, Society;Vermietung;100;;;Q1;2025;Q4;2024;;BU;13,38082;52,53218
60848;;Chausseestraße 103;10115;Berlin;11000000;Mitte;;;Completed;Existing;"BU;";1&1 Versatel Deutschland GmbH;;telecommunications equipment;Vermietung;140;;29,2;Q2;2024;Q2;2024;;BU;13,38082;52,53218
60848;;Chausseestraße 103;10115;Berlin;11000000;Mitte;;;Completed;Existing;"BU;";Tech Punk GmbH;Angermann Real Estate Advisory;Information Technology;Vermietung;260;;26;Q3;2023;Q3;2023;;BU;13,38082;52,53218
60848;;Chausseestraße 103;10115;Berlin;11000000;Mitte;;;Completed;Existing;"BU;";Transporeon GmbH;Engel & Völkers;Transport;Vermietung;370;;20,7;Q2;2018;Q2;2018;;BU;13,38082;52,53218
200635;Geyer Medienhöfe - Gewerbe Altbau Haus 1 + 2;Harzer Straße 39 - 46;12059;Berlin;11000000;Peripherie-Süd;Q2;2018;Completed;Modernisation;"BU;";n/a;;Education;Vermietung;340;;;Q4;2022;Q4;2022;;BU;13,44961;52,48449
200635;Geyer Medienhöfe - Gewerbe Altbau Haus 1 + 2;Harzer Straße 39 - 46;12059;Berlin;11000000;Peripherie-Süd;Q2;2018;Completed;Modernisation;"BU;";InterAudio Tonstudio GmbH;;Arts and Leisure;Vermietung;260;;;Q4;2022;Q4;2022;;BU;13,44961;52,48449
200635;Geyer Medienhöfe - Gewerbe Altbau Haus 1 + 2;Harzer Straße 39 - 46;12059;Berlin;11000000;Peripherie-Süd;Q2;2018;Completed;Modernisation;"BU;";n/a;CBRE;Education;Vermietung;1660;;14;Q2;2022;Q2;2022;;BU;13,44961;52,48449
200635;Geyer Medienhöfe - Gewerbe Altbau Haus 1 + 2;Harzer Straße 39 - 46;12059;Berlin;11000000;Peripherie-Süd;Q2;2018;Completed;Modernisation;"BU;";Solarbelt FairFuel gGmbH;;Business Services;Vermietung;680;;14;Q1;2022;Q1;2022;;BU;13,44961;52,48449
200635;Geyer Medienhöfe - Gewerbe Altbau Haus 1 + 2;Harzer Straße 39 - 46;12059;Berlin;11000000;Peripherie-Süd;Q2;2018;Completed;Modernisation;"BU;";Atmosfair gGmbH;;Not for profit, Charity, Society;Vermietung;640;;14;Q1;2022;Q1;2022;;BU;13,44961;52,48449
1747;Topas Arkaden;Friedrichstraße 153 a - 157 / Mittelstraße 55 - 56;10117;Berlin;11000000;Mitte 1a;Q4;1998;Completed;Modernisation;"BU; EH;";Renk GmbH;;Manufacturing;Vermietung;120;;;Q3;2024;Q3;2024;;BU;13,38853;52,51746
1747;Topas Arkaden;Friedrichstraße 153 a - 157 / Mittelstraße 55 - 56;10117;Berlin;11000000;Mitte 1a;Q4;1998;Completed;Modernisation;"BU; EH;";ThreeDee GmbH;;Information Technology;Vermietung;130;;29,5;Q1;2024;Q1;2024;;BU;13,38853;52,51746
1747;Topas Arkaden;Friedrichstraße 153 a - 157 / Mittelstraße 55 - 56;10117;Berlin;11000000;Mitte 1a;Q4;1998;Completed;Modernisation;"BU; EH;";n/a;BNP Paribas;Legal Services;Vermietung;120;;34;Q2;2023;Q2;2023;;BU;13,38853;52,51746
1747;Topas Arkaden;Friedrichstraße 153 a - 157 / Mittelstraße 55 - 56;10117;Berlin;11000000;Mitte 1a;Q4;1998;Completed;Modernisation;"BU; EH;";NT Neue Technologie AG;;Information Technology;Vermietung;130;;32;Q2;2022;Q2;2022;;BU;13,38853;52,51746
1747;Topas Arkaden;Friedrichstraße 153 a - 157 / Mittelstraße 55 - 56;10117;Berlin;11000000;Mitte 1a;Q4;1998;Completed;Modernisation;"BU; EH;";DTC Digital Technology Center GmbH;;Information Technology;Vermietung;120;;33;Q4;2021;Q4;2021;;BU;13,38853;52,51746
1747;Topas Arkaden;Friedrichstraße 153 a - 157 / Mittelstraße 55 - 56;10117;Berlin;11000000;Mitte 1a;Q4;1998;Completed;Modernisation;"BU; EH;";Helsing GmbH;;Information Technology;Vermietung;230;;29,5;Q3;2021;Q3;2021;;BU;13,38853;52,51746
1747;Topas Arkaden;Friedrichstraße 153 a - 157 / Mittelstraße 55 - 56;10117;Berlin;11000000;Mitte 1a;Q4;1998;Completed;Modernisation;"BU; EH;";Safran GmbH;Cushman & Wakefield;Manufacturing;Vermietung;130;;29;Q2;2021;Q2;2021;;BU;13,38853;52,51746
1747;Topas Arkaden;Friedrichstraße 153 a - 157 / Mittelstraße 55 - 56;10117;Berlin;11000000;Mitte 1a;Q4;1998;Completed;Modernisation;"BU; EH;";n/a;Engel & Völkers;Legal Services;Vermietung;180;;28;Q2;2020;Q1;2020;;BU;13,38853;52,51746
1747;Topas Arkaden;Friedrichstraße 153 a - 157 / Mittelstraße 55 - 56;10117;Berlin;11000000;Mitte 1a;Q4;1998;Completed;Modernisation;"BU; EH;";Genius Wissenschaft & Kommunikation GmbH;JLL;Information Technology;Vermietung;110;;25;Q4;2019;Q2;2019;;BU;13,38853;52,51746
1747;Topas Arkaden;Friedrichstraße 153 a - 157 / Mittelstraße 55 - 56;10117;Berlin;11000000;Mitte 1a;Q4;1998;Completed;Modernisation;"BU; EH;";n/a;;Business Services;Vermietung;390;;;Q2;2019;Q2;2019;;BU;13,38853;52,51746
1747;Topas Arkaden;Friedrichstraße 153 a - 157 / Mittelstraße 55 - 56;10117;Berlin;11000000;Mitte 1a;Q4;1998;Completed;Modernisation;"BU; EH;";audEERING GmbH;JLL;Other Services & Trades;Vermietung;100;;27;Q2;2019;Q2;2019;;BU;13,38853;52,51746
1747;Topas Arkaden;Friedrichstraße 153 a - 157 / Mittelstraße 55 - 56;10117;Berlin;11000000;Mitte 1a;Q4;1998;Completed;Modernisation;"BU; EH;";FFA Filmförderungsanstalt;;Public Organisation;Vermietung;290;;29,5;Q1;2019;Q1;2019;;BU;13,38853;52,51746
1747;Topas Arkaden;Friedrichstraße 153 a - 157 / Mittelstraße 55 - 56;10117;Berlin;11000000;Mitte 1a;Q4;1998;Completed;Modernisation;"BU; EH;";Tilray Deutschland GmbH;Angermann Real Estate Advisory;Biotech-, Pharmaceutical Industry;Vermietung;180;;27;Q1;2019;Q1;2019;;BU;13,38853;52,51746
1747;Topas Arkaden;Friedrichstraße 153 a - 157 / Mittelstraße 55 - 56;10117;Berlin;11000000;Mitte 1a;Q4;1998;Completed;Modernisation;"BU; EH;";n/a;Engel & Völkers;Manufacturing;Vorvermietung;130;;27;Q4;2018;Q4;2018;;BU;13,38853;52,51746
1747;Topas Arkaden;Friedrichstraße 153 a - 157 / Mittelstraße 55 - 56;10117;Berlin;11000000;Mitte 1a;Q4;1998;Completed;Modernisation;"BU; EH;";n/a;Engel & Völkers;Legal Services;Vermietung;120;;26;Q4;2018;Q4;2018;;BU;13,38853;52,51746
1747;Topas Arkaden;Friedrichstraße 153 a - 157 / Mittelstraße 55 - 56;10117;Berlin;11000000;Mitte 1a;Q4;1998;Completed;Modernisation;"BU; EH;";Finnland-Institut in Deutschland für Kultur, Wissenschaft u. Wirtschaft gGmbH;BNP Paribas;Education;Vermietung;300;;28,1;Q2;2018;Q2;2018;;BU;13,38853;52,51746
1747;Topas Arkaden;Friedrichstraße 153 a - 157 / Mittelstraße 55 - 56;10117;Berlin;11000000;Mitte 1a;Q4;1998;Completed;Modernisation;"BU; EH;";Scondoo GmbH;Savills;Information Technology;Vermietung;120;;27;Q2;2018;Q2;2018;;BU;13,38853;52,51746
1747;Topas Arkaden;Friedrichstraße 153 a - 157 / Mittelstraße 55 - 56;10117;Berlin;11000000;Mitte 1a;Q4;1998;Completed;Modernisation;"BU; EH;";Milestone Immobilien AG;BNP Paribas;Real Estate Services;Vermietung;280;;24;Q1;2018;Q3;2017;;BU;13,38853;52,51746
1747;Topas Arkaden;Friedrichstraße 153 a - 157 / Mittelstraße 55 - 56;10117;Berlin;11000000;Mitte 1a;Q4;1998;Completed;Modernisation;"BU; EH;";n/a;;Public Organisation;Vermietung;310;;19;Q4;2017;Q3;2017;;BU;13,38853;52,51746
1747;Topas Arkaden;Friedrichstraße 153 a - 157 / Mittelstraße 55 - 56;10117;Berlin;11000000;Mitte 1a;Q4;1998;Completed;Modernisation;"BU; EH;";n/a;;Business Services;Vermietung;120;;19;Q1;2015;Q1;2015;;BU;13,38853;52,51746
1747;Topas Arkaden;Friedrichstraße 153 a - 157 / Mittelstraße 55 - 56;10117;Berlin;11000000;Mitte 1a;Q4;1998;Completed;Modernisation;"BU; EH;";n/a;JLL;Business Services;Vermietung;90;;19,5;Q1;2015;Q1;2015;;BU;13,38853;52,51746
97077;Schirmständerhaus;Wilmersdorfer Straße 58;10627;Berlin;11000000;Charlottenburg;Q4;2011;Completed;Change of use;"BU; EH;";KIG Kiez-Immobilien GmbH;;Real Estate Services;Vermietung;200;;11,1;Q4;2015;Q4;2015;;BU;13,3061;52,50748
209983;;Brunnenstraße 193;10119;Berlin;11000000;Mitte;;;Completed;Existing;"BU; WO;";n/a;;Flexible Office Provider;Vermietung;40;;;Q4;2019;Q1;2019;;BU;13,40025;52,53055
77619;;Zinnowitzer Straße 8;10115;Berlin;11000000;Mitte;;;Completed;Existing;"BU;";Evangelisches Werk für Diaknonie und Entwicklung e.V.;;Not for profit, Charity, Society;Vermietung;280;;;Q4;2017;Q4;2017;;BU;13,38392;52,53171
77619;;Zinnowitzer Straße 8;10115;Berlin;11000000;Mitte;;;Completed;Existing;"BU;";n/a;;Retailing;Vermietung;1430;;20;Q4;2016;Q4;2016;;BU;13,38392;52,53171
77619;;Zinnowitzer Straße 8;10115;Berlin;11000000;Mitte;;;Completed;Existing;"BU;";n/a;;Not for profit, Charity, Society;Vermietung;650;;14;Q3;2015;Q3;2015;;BU;13,38392;52,53171
24117;Haus der Schweiz;Unter den Linden 24 / Friedrichstraße 155 / 156;10117;Berlin;11000000;Mitte 1a;;;Completed;Existing;"BU; EH;";Stftung Denkfabrik Klimaneutralität GmbH;;Not for profit, Charity, Society;Vermietung;400;;35,9;Q2;2024;Q2;2024;;BU;13,38843;52,51737
24117;Haus der Schweiz;Unter den Linden 24 / Friedrichstraße 155 / 156;10117;Berlin;11000000;Mitte 1a;;;Completed;Existing;"BU; EH;";Clevver GmbH;;Business Services;Vermietung;380;;33;Q3;2021;Q3;2021;;BU;13,38843;52,51737
24117;Haus der Schweiz;Unter den Linden 24 / Friedrichstraße 155 / 156;10117;Berlin;11000000;Mitte 1a;;;Completed;Existing;"BU; EH;";Comdok GmbH;;Information Technology;Vermietung;350;;23,6;Q1;2019;Q1;2019;;BU;13,38843;52,51737
24117;Haus der Schweiz;Unter den Linden 24 / Friedrichstraße 155 / 156;10117;Berlin;11000000;Mitte 1a;;;Completed;Existing;"BU; EH;";CS Compliance Services GmbH;;Business Services;Vermietung;350;;18,5;Q2;2017;Q2;2017;;BU;13,38843;52,51737
24117;Haus der Schweiz;Unter den Linden 24 / Friedrichstraße 155 / 156;10117;Berlin;11000000;Mitte 1a;;;Completed;Existing;"BU; EH;";n/a;CBRE;Not for profit, Charity, Society;Vermietung;760;;17;Q4;2015;Q4;2015;10;BU;13,38843;52,51737
24117;Haus der Schweiz;Unter den Linden 24 / Friedrichstraße 155 / 156;10117;Berlin;11000000;Mitte 1a;;;Completed;Existing;"BU; EH;";sprd.net AG;Colliers International;Fashion;Vermietung;350;;14;Q1;2015;Q1;2015;;BU;13,38843;52,51737
67120;Büro- und Geschäftshaus;Savignyplatz 9 - 10;10623;Berlin;11000000;Charlottenburg;Q4;1959;Completed;Existing;"BU; EH; WO;";n/a;;Health and Welfare Service;Vermietung;350;;;Q3;2019;Q2;2019;;BU;13,32151;52,50612
95555;;Lützowufer 1;10785;Berlin;11000000;Tiergarten;;;Completed;Existing;"BU;";Simplifa GmbH;;Construction;Vermietung;450;;;Q1;2020;Q1;2020;;BU;13,36003;52,50561
24116;;Wallstraße 61 - 65 / Märkisches Ufer 28 - 34;10179;Berlin;11000000;Mitte;Q2;1999;Completed;Modernisation;"BU;";EVB Training GmbH;;Education;Vermietung;190;;20;Q1;2024;Q1;2024;;BU;13,41224;52,51325
24116;;Wallstraße 61 - 65 / Märkisches Ufer 28 - 34;10179;Berlin;11000000;Mitte;Q2;1999;Completed;Modernisation;"BU;";Accredo GmbH;;Consulting Services;Vermietung;90;;25;Q1;2024;Q1;2024;;BU;13,41224;52,51325
24116;;Wallstraße 61 - 65 / Märkisches Ufer 28 - 34;10179;Berlin;11000000;Mitte;Q2;1999;Completed;Modernisation;"BU;";ADRA Deutschland e.V.;;Not for profit, Charity, Society;Vermietung;90;;20;Q1;2024;Q1;2024;;BU;13,41224;52,51325
24116;;Wallstraße 61 - 65 / Märkisches Ufer 28 - 34;10179;Berlin;11000000;Mitte;Q2;1999;Completed;Modernisation;"BU;";ILF Beratende Ingenieure GmbH;;Business Services;Vermietung;330;;24;Q4;2023;Q4;2023;;BU;13,41224;52,51325
24116;;Wallstraße 61 - 65 / Märkisches Ufer 28 - 34;10179;Berlin;11000000;Mitte;Q2;1999;Completed;Modernisation;"BU;";Tertia Berufsförderung GmbH & Co. KG;Engel & Völkers;Consulting Services;Vermietung;280;;20,1;Q4;2023;Q4;2023;;BU;13,41224;52,51325
24116;;Wallstraße 61 - 65 / Märkisches Ufer 28 - 34;10179;Berlin;11000000;Mitte;Q2;1999;Completed;Modernisation;"BU;";Kaulquappe GmbH;Colliers International;Information Technology;Vermietung;380;;22;Q3;2023;Q3;2023;;BU;13,41224;52,51325
24116;;Wallstraße 61 - 65 / Märkisches Ufer 28 - 34;10179;Berlin;11000000;Mitte;Q2;1999;Completed;Modernisation;"BU;";DAFG - Deutsch-Arabische Freundschaftsgesellschaft e. V.;;Not for profit, Charity, Society;Vermietung;190;;22;Q3;2023;Q3;2023;;BU;13,41224;52,51325
24116;;Wallstraße 61 - 65 / Märkisches Ufer 28 - 34;10179;Berlin;11000000;Mitte;Q2;1999;Completed;Modernisation;"BU;";DAV Deutsche Agrar Versichungsmakler GmbH;Angermann Real Estate Advisory;Finance Services;Vermietung;110;;20;Q3;2023;Q3;2023;;BU;13,41224;52,51325
24116;;Wallstraße 61 - 65 / Märkisches Ufer 28 - 34;10179;Berlin;11000000;Mitte;Q2;1999;Completed;Modernisation;"BU;";n/a;BNP Paribas;Education;Vermietung;660;;21;Q3;2023;Q2;2023;;BU;13,41224;52,51325
24116;;Wallstraße 61 - 65 / Märkisches Ufer 28 - 34;10179;Berlin;11000000;Mitte;Q2;1999;Completed;Modernisation;"BU;";bulwiengesa AG;;Consulting Services;Anschlußmietvertrag;300;;19,5;Q2;2021;Q1;2021;;BU;13,41224;52,51325
24116;;Wallstraße 61 - 65 / Märkisches Ufer 28 - 34;10179;Berlin;11000000;Mitte;Q2;1999;Completed;Modernisation;"BU;";trurnit GmbH;BNP Paribas;Information Technology;Vermietung;120;;25;Q2;2020;Q1;2020;;BU;13,41224;52,51325
24116;;Wallstraße 61 - 65 / Märkisches Ufer 28 - 34;10179;Berlin;11000000;Mitte;Q2;1999;Completed;Modernisation;"BU;";Genböck PR + Consult GmbH;JLL;Tourism/Travel;Vermietung;110;;18;Q2;2018;Q2;2018;;BU;13,41224;52,51325
24116;;Wallstraße 61 - 65 / Märkisches Ufer 28 - 34;10179;Berlin;11000000;Mitte;Q2;1999;Completed;Modernisation;"BU;";Kleiderkreisel GmbH;;Retailing;Vermietung;350;;16;Q2;2017;Q2;2017;;BU;13,41224;52,51325
24116;;Wallstraße 61 - 65 / Märkisches Ufer 28 - 34;10179;Berlin;11000000;Mitte;Q2;1999;Completed;Modernisation;"BU;";bulwiengesa AG;;Consulting Services;Anschlußmietvertrag;300;;11,8;Q1;2016;Q1;2016;5;BU;13,41224;52,51325
97919;;Tino-Schwierzina-Straße 80;13089;Berlin;11000000;Peripherie-Nord;;;Completed;Existing;"BU;";Scaling Spaces GmbH;Angermann Real Estate Advisory;Flexible Office Provider;Vermietung;2610;;22;Q2;2019;Q2;2019;;BU;13,43785;52,56613
181753;;Leibnizstraße 78;10629;Berlin;11000000;Charlottenburg;;;Completed;Existing;"BU;";Pixelpark;;Information Technology;Vermietung;1200;;;Q4;2016;Q1;2016;;BU;13,31381;52,50801
2139;EASTON HOUSE (ehem. City-Carree I);Lange Straße 31 - 36a / Koppenstraße 93;10243;Berlin;11000000;Friedrichshain;Q2;2024;Completed;Change of use;"BU; EH;";Design Offices;;Flexible Office Provider;Vermietung in Bau;8240;;25;Q4;2018;Q3;2018;15;BU;13,43304;52,5121
2139;EASTON HOUSE (ehem. City-Carree I);Lange Straße 31 - 36a / Koppenstraße 93;10243;Berlin;11000000;Friedrichshain;Q2;2024;Completed;Change of use;"BU; EH;";Commerzbank;;Banking;Lease-back;24000;;;Q4;2016;Q4;2016;;BU;13,43304;52,5121
117899;Verwaltungs- und Forschungszentrums BSH;Wohlrabedamm 15;13629;Berlin;11000000;Peripherie-West;Q3;2011;Completed;New Building;"BU; LO;";Bosch und Siemens Hausgeräte GmbH;;Manufacturing;Anschlußmietvertrag;17680;;24,5;Q3;2026;Q4;2022;10;BU;13,2746;52,53035
2398;Lenné Dreieck - Delbrückhaus (P5);Potsdamer Platz 5;10785;Berlin;11000000;Potsdamer- / Leipziger Platz;Q3;2003;Completed;New Building;"BU; EH; WO;";n/a;;Legal Services;Vermietung;1180;;35;Q1;2022;Q1;2022;;BU;13,37624;52,5104
2398;Lenné Dreieck - Delbrückhaus (P5);Potsdamer Platz 5;10785;Berlin;11000000;Potsdamer- / Leipziger Platz;Q3;2003;Completed;New Building;"BU; EH; WO;";n/a;Angermann Real Estate Advisory;n/a;Vermietung;1100;;22,5;Q4;2017;Q2;2017;;BU;13,37624;52,5104
2398;Lenné Dreieck - Delbrückhaus (P5);Potsdamer Platz 5;10785;Berlin;11000000;Potsdamer- / Leipziger Platz;Q3;2003;Completed;New Building;"BU; EH; WO;";Linklaters LLP;;Legal Services;Vermietung;250;;20;Q2;2017;Q2;2017;;BU;13,37624;52,5104
2398;Lenné Dreieck - Delbrückhaus (P5);Potsdamer Platz 5;10785;Berlin;11000000;Potsdamer- / Leipziger Platz;Q3;2003;Completed;New Building;"BU; EH; WO;";PretiumPlus Real estate Management GmbH / Soboll & Herzhoff Management Consultants GmbH;Angermann Real Estate Advisory;Business Services;Vermietung;1180;;19;Q3;2016;Q3;2016;;BU;13,37624;52,5104
197352;Top Tegel - Haus P;Wittestraße 30 P;13507;Berlin;11000000;Reinickendorf;Q4;1983;Completed;Existing;"BU;";Grand City Property Ltd.;;Real Estate Services;Vermietung;750;;10,5;Q1;2017;Q1;2017;;BU;13,29475;52,58039
197352;Top Tegel - Haus P;Wittestraße 30 P;13507;Berlin;11000000;Reinickendorf;Q4;1983;Completed;Existing;"BU;";Berliner Volksbank eG;;Banking;Vermietung;390;;;Q3;2016;Q3;2016;1;BU;13,29475;52,58039
63754;;Kurfürstendamm 69 / Adenauerplatz;10709;Berlin;11000000;Kudamm plus Seitenstr.;Q3;2021;Completed;Modernisation;"BU;";n/a;;Legal Services;Vermietung;100;;30;Q1;2024;Q1;2024;;BU;13,30768;52,50037
231157;;Wilhelmstraße 23;10969;Berlin;11000000;Kreuzberg;;;Completed;Existing;"BU; WO;";QUADRIGA GENERALBAU GmbH;Engel & Völkers;Construction;Vermietung;760;;14,9;Q1;2021;Q4;2020;;BU;13,3879;52,5041
197305;;Kranoldplatz 3 - 6 / Lankwitzer Straße 25 - 26;12209;Berlin;11000000;Peripherie-Süd;;;Completed;Existing;"BU; EH; WO;";felmo GmbH;;Health and Welfare Service;Vermietung;210;;;Q1;2021;Q3;2020;;BU;13,32717;52,42834
84246;Geschäftshaus;Tauentzienstraße 13;10789;Berlin;11000000;Kudamm plus Seitenstr.;;;Completed;Existing;"BU; EH;";WorkRepublic;Colliers International;Flexible Office Provider;Vermietung;1120;;24;Q2;2017;Q2;2017;;BU;13,33647;52,50383
84246;Geschäftshaus;Tauentzienstraße 13;10789;Berlin;11000000;Kudamm plus Seitenstr.;;;Completed;Existing;"BU; EH;";n/a;Eigentümer;Leisure;Vermietung;1120;;20;Q1;2015;Q1;2015;;BU;13,33647;52,50383
206608;The Lab - Labor- und Kompetenzzentrum ifp 5. BA;Wagner-Régeny-Straße 8;12489;Berlin;11000000;Adlershof;Q3;2019;Completed;New Building;"BU; LO;";ifp Institut für Produktqualität GmbH;;Biotech-, Pharmaceutical Industry;Lease-back;1000;;;Q3;2022;Q3;2022;;BU;13,53492;52,4371
206608;The Lab - Labor- und Kompetenzzentrum ifp 5. BA;Wagner-Régeny-Straße 8;12489;Berlin;11000000;Adlershof;Q3;2019;Completed;New Building;"BU; LO;";ifp Institut für Produktqualität GmbH;;Biotech-, Pharmaceutical Industry;Eigennutzung;1000;;;Q4;2018;Q3;2018;;BU;13,53492;52,4371
196056;Lite Berlin - Stadthafenquartier Süd - BF 9;Lydia-Rabinowitsch-Straße 14 - 18;10115;Berlin;11000000;Hauptbahnhof / Europacity;Q3;2023;Completed;New Building;"BU; WO;";Verband;;Not for profit, Charity, Society;Eigennutzung;280;;;Q3;2023;Q2;2023;;BU;13,36905;52,53245
156586;Bürogebäude (ehem. BVG);Potsdamer Straße 180 / Pallasstraße 35;10783;Berlin;11000000;Schöneberg;;;Completed;Existing;"BU;";BCD Travel GmbH;;Tourism/Travel;Vermietung;940;;22,5;Q2;2024;Q2;2024;;BU;13,36069;52,49391
156586;Bürogebäude (ehem. BVG);Potsdamer Straße 180 / Pallasstraße 35;10783;Berlin;11000000;Schöneberg;;;Completed;Existing;"BU;";agn Niederberghaus & Partner GmbH;JLL;Business Services;Vermietung;740;;28;Q4;2022;Q2;2022;;BU;13,36069;52,49391
156586;Bürogebäude (ehem. BVG);Potsdamer Straße 180 / Pallasstraße 35;10783;Berlin;11000000;Schöneberg;;;Completed;Existing;"BU;";Kraus Ghendler GbR;Cushman & Wakefield;Legal Services;Vermietung;840;;;Q2;2021;Q2;2021;;BU;13,36069;52,49391
156586;Bürogebäude (ehem. BVG);Potsdamer Straße 180 / Pallasstraße 35;10783;Berlin;11000000;Schöneberg;;;Completed;Existing;"BU;";n/a;;Flexible Office Provider;Vermietung;;;;Q2;2018;Q2;2018;;BU;13,36069;52,49391
108599;BERMAUER 49 / B49;Bernauer Straße 49;10435;Berlin;11000000;Mitte;Q1;2015;Completed;New Building;"BU; EH; WO;";Easy Busy GmbH;;Flexible Office Provider;Vermietung;320;;;Q4;2016;Q4;2016;;BU;13,40381;52,54021
96595;;Levetzowstraße 11;10555;Berlin;11000000;Tiergarten;Q4;1990;Completed;Existing;"BU;";n/a;;Information Technology;Vermietung;300;;16;Q4;2019;Q4;2019;;BU;13,335;52,52048
95712;Gewerbehof Lichtfabrik;Kohlfurter Straße 41 - 43;10999;Berlin;11000000;Kreuzberg;;;Completed;Existing;"BU; WO;";Mosaik-Berlin gGmbH;;Health and Welfare Service;Vermietung;590;;23,9;Q2;2022;Q2;2022;;BU;13,41853;52,49683
